"Tên hàng hóa, dịch vụ",Đơn giá,Matched_SP,Score
Bàn chải than hoạt tính Combo 3 cây Dr.Obok+,"37.037,05",Bàn trải dr.obok+than hoạt tính bộ đôi,81
Bánh Bông Lan Truyền Thống,"332.407,4",Bánh Oreo bông lan,81
Bánh Bông Lan Truyền Thống,178,Bánh Oreo bông lan,81
Bánh Toppo Cacao 40g,"11.818,18",Bánh Que Toppo Double Flavor Vanilla Strawberry Lotte 40g,81
Bánh bông lan có hạt phỉ Obalab vị sô cô la,"205.555,56",Bánh Oreo bông lan,81
Bánh bông lan sô cô la hạt phỉ obalab,"205.555,56",Bánh Oreo bông lan,81
Bánh chuối dừa nướng,15,BÁNH DỪA NƯỚNG ĐẬU PHỘNG,81
Bánh chuối dừa nướng,16,BÁNH DỪA NƯỚNG ĐẬU PHỘNG,81
Bánh xoài HCN 200g,"20.370,37",Bánh Xoài Bị 200gr,81
Bánh xoài HCN 200g,"22.222,22",Bánh Xoài Bị 200gr,81
Bông tẩy trang NB tròn 160 miếng/cây,"27.777,5",Bông tẩy Trang ns Organic 150 miếng,81
Bông tẩy trang NB tròn 160 miếng/cây,"27.777,8",Bông tẩy Trang ns Organic 150 miếng,81
Bút gel 0.5mm màu ĐEN (12c/Hộp) EG118-BK DELI,"5.462,96",Bút gel Deli G118,81
Bút gel 0.5mm màu ĐỎ (12c/Hộp) EG118-RD DELI,"5.462,96",Bút gel Deli G118,81
Bột cacao nguyên chất Original 500g,130,Bột CacaoMi Original 500g,81
Bột ngọt AJI-NO-MOTO 1kgL20,61.629,Bột ngọt Ajinomoto gói 1kg,81
Bột ngọt AJI-NO-MOTO 1kgL20,61.909,Bột ngọt Ajinomoto gói 1kg,81
Cà Phê muối hòa tan,46.296,CÀ PHÊ HÒA TAN 3IN1 NGỌC LÂM CL7,81
Cà Phê muối hòa tan,"46.296,3",CÀ PHÊ HÒA TAN 3IN1 NGỌC LÂM CL7,81
Cà phê AR hạt - túi 500g,"117.314,81",Cà phê hạt rang King Coffee 500g,81
Cà phê AR hạt - túi 500g,"117.314,83",Cà phê hạt rang King Coffee 500g,81
Cà phê AR hạt - túi 500g,"117.314,5",Cà phê hạt rang King Coffee 500g,81
Cà phê AR hạt - túi 500g,"117.314,8",Cà phê hạt rang King Coffee 500g,81
Cà phê AR hạt - túi 500g,"117.314,75",Cà phê hạt rang King Coffee 500g,81
Cà phê AR hạt - túi 500g,"117.314,79",Cà phê hạt rang King Coffee 500g,81
Cà phê AR hạt - túi 500g,"117.314,88",Cà phê hạt rang King Coffee 500g,81
Cà phê AR hạt - túi 500g,"117.314,82",Cà phê hạt rang King Coffee 500g,81
Cà phê CL hạt - túi 500g,"155.555,54",Cà phê hạt rang King Coffee 500g,81
Cà phê CL hạt - túi 500g,"155.555,53",Cà phê hạt rang King Coffee 500g,81
Cà phê CL hạt - túi 500g,"155.555,55",Cà phê hạt rang King Coffee 500g,81
Cà phê CL hạt - túi 500g,"155.555,63",Cà phê hạt rang King Coffee 500g,81
Cà phê CL hạt - túi 500g,"155.555,56",Cà phê hạt rang King Coffee 500g,81
Cà phê CL hạt - túi 500g,"155.555,5",Cà phê hạt rang King Coffee 500g,81
Cà phê CL hạt - túi 500g,"155.555,57",Cà phê hạt rang King Coffee 500g,81
Cà phê CL hạt - túi 500g,"155.555,58",Cà phê hạt rang King Coffee 500g,81
Cà phê OB bột - túi  500g,"104.675,95",Cà Phê Chồn Bột Thiên Phát Gói 500g,81
Cà phê OB bột - túi  500g,"104.675,67",Cà Phê Chồn Bột Thiên Phát Gói 500g,81
Cà phê OB bột - túi  500g,"104.675,88",Cà Phê Chồn Bột Thiên Phát Gói 500g,81
Cà phê OB bột - túi  500g,"104.675,93",Cà Phê Chồn Bột Thiên Phát Gói 500g,81
Cà phê OB bột - túi  500g,104.676,Cà Phê Chồn Bột Thiên Phát Gói 500g,81
Cà phê OB bột - túi  500g,"104.675,92",Cà Phê Chồn Bột Thiên Phát Gói 500g,81
Cà phê OB hạt - túi 500g,"128.333,38",Cà phê hạt rang King Coffee 500g,81
Cà phê OB hạt - túi 500g,"128.333,31",Cà phê hạt rang King Coffee 500g,81
Cà phê OB hạt - túi 500g,"128.333,3",Cà phê hạt rang King Coffee 500g,81
Cà phê OB hạt - túi 500g,"128.333,35",Cà phê hạt rang King Coffee 500g,81
Cà phê OB hạt - túi 500g,"128.333,5",Cà phê hạt rang King Coffee 500g,81
Cà phê OB hạt - túi 500g,"128.333,33",Cà phê hạt rang King Coffee 500g,81
Cà phê OB hạt - túi 500g,"128.333,25",Cà phê hạt rang King Coffee 500g,81
Cà phê chồn hoà tan,"46.296,3",cà phê hoà tan đen sấy lạnh -Aly coffee,81
Cà phê chồn hòa tan,42,CÀ PHÊ HÒA TAN 3IN1 NGỌC LÂM CL7,81
Cà phê muối hòa tan,42,CÀ PHÊ HÒA TAN 3IN1 NGỌC LÂM CL7,81
Cà phê muối hòa tan,"46.296,3",CÀ PHÊ HÒA TAN 3IN1 NGỌC LÂM CL7,81
Dầu gội thảo dược Bưởi TUTTUT - 500ml,"46.296,296",Dầu xả thảo dược bồ kết vỏ Bưởi begate 500ml,81
Dầu lăn sâm thảo dược 10ml,"34.773,14",Dầu Lăn Thảo Mộc - Xông Mũi Nhẹ Xoang 10ml,81
Dầu lăn sâm thảo dược 10ml,34.973,Dầu Lăn Thảo Mộc - Xông Mũi Nhẹ Xoang 10ml,81
Dầu lăn sâm thảo dược 10ml,0,Dầu Lăn Thảo Mộc - Xông Mũi Nhẹ Xoang 10ml,81
Hạt macca TUẤN MINH (Hũ 250gr),54,Hạt điều hủ bóc vỏ tuấn minh 250gr,81
Hạt điều rang muối không vỏ hộp pet 500g,"155.555,56",Hạt điều rang muối hủ SP FOOD 500g,81
Hạt điều rang muối không vỏ hộp pet 500g,168,Hạt điều rang muối hủ SP FOOD 500g,81
Hộp cà phê Aodai Việt Nam 6 viên,"78.703,7",hộp cà aodai VietNam 6 viên,81
Hộp cà phê Trứng 200g,52,Hộp cà phê hòa tan 3in1 200g - Bản Cafe,81
Hộp vuông _ Hạt Điều rang muối 200gr,"73.148,15",Hạt Điều Rang Muối Holinut 200g,81
Kem đánh răng Crest CMP Extra Whitening 153G x12,75.6,Kem đánh răng Crest deep clean 153g,81
Kem đánh răng Crest Complete Wh Dp Cln 153G x 12,75.6,Kem đánh răng Crest deep clean 153g,81
Khăn ướt Bello 100 tờ cho gia đình (hương dịu nhẹ),"27.407,41",Khăn ướt Bello Cool 20 tờ,81
Khăn ướt Bello 100 tờ cho gia đình (hương dịu nhẹ),"8.148,15",Khăn ướt Bello Cool 20 tờ,81
Khăn ướt Bello 100 tờ cho gia đình (không mùi),"27.407,41",Khăn ướt Bello Cool 20 tờ,81
Kẹo socola vỏ giòn 150g,"28.518,5",Kẹo socola mars miniatures 150g đức,81
Kẹo socola vỏ giòn 150g,"28.518,52",Kẹo socola mars miniatures 150g đức,81
Laurier BVS Dem SieuAnToan 3004 TT 8X9,"15.833,333",Bvs quần Laurier,81
Laurier BVS Dem SieuAnToan 3504 TT 4x12,"22.222,222",Bvs quần Laurier,81
Miếng dán lạnh giảm đau Danasa,135,Miếng dán hổ Bạc Danasa,81
Miếng dán lạnh giảm đau Danasa,25,Miếng dán hổ Bạc Danasa,81
Miếng dán lạnh giảm đau Danasa,125,Miếng dán hổ Bạc Danasa,81
Miếng dán tinh dầu thông xoang mũi Danasa,17,Miếng dán hổ Bạc Danasa,81
"Mặt nạ dưỡng da Collagen (PRETTYSKIN TOTAL SOLUTION ESSENTIAL SHEET MASK  COLLAGEN), khối lượng: 23g, 1 hộp 10 cái, hiệu PRETTYSKIN",7.593,Prettyskin mặt nạ ngọc trai 23g,81
"Mặt nạ dưỡng da Collagen (PRETTYSKIN TOTAL SOLUTION ESSENTIAL SHEET MASK COLLAGEN), khối lượng: 23g, 1 hộp 10 cái, hiệu PRETTYSKIN",7.593,Prettyskin mặt nạ ngọc trai 23g,81
"Mặt nạ dưỡng da Collagen (PRETTYSKIN TOTAL SOLUTION ESSENTIAL SHEET MASK COLLAGEN), khối lượng: 23g, 1 hộp 10 cái, hiệu PRETTYSKIN",7.591,Prettyskin mặt nạ ngọc trai 23g,81
"Mặt nạ dưỡng da chiết xuất từ gạo (PRETTYSKIN TOTAL SOLUTION  ESSENTIAL SHEET MASK RICE), khối lượng: 23g, 1 hộp 10 cái, hiệu PRETTYSKIN",7.591,Prettyskin mặt nạ ngọc trai 23g,81
"Mặt nạ dưỡng da tinh chất chanh ( PRETTYSKIN TOTAL SOLUTION  ESSENTIAL SHEET MASK LEMON), khối lượng: 23g, 1 hộp 10 cái, hiệu PRETTYSKIN",7.591,Prettyskin mặt nạ ngọc trai 23g,81
"Mặt nạ dưỡng da tinh chất ốc sên (PRETTYSKIN TOTAL SOLUTION  ESSENTIAL SHEET MASK SNAIL), Khối lượng: 23g, 1 hộp 10 cái, hiệu PRETTYSKIN",7.593,Prettyskin mặt nạ ngọc trai 23g,81
"Mặt nạ dưỡng da tinh chất ốc sên (PRETTYSKIN TOTAL SOLUTION  ESSENTIAL SHEET MASK SNAIL), Khối lượng: 23g, 1 hộp 10 cái, hiệu PRETTYSKIN",7.591,Prettyskin mặt nạ ngọc trai 23g,81
"Mặt nạ dưỡng da tinh dầu oliu (PRETTYSKIN TOTAL SOLUTION  ESSENTIAL SHEET MASK OLIVE), khối lượng: 23g, 1 hộp 10 cái, hiệu PRETTYSKIN",7.53,Prettyskin mặt nạ ngọc trai 23g,81
"Mặt nạ dưỡng da tinh dầu oliu (PRETTYSKIN TOTAL SOLUTION  ESSENTIAL SHEET MASK OLIVE), khối lượng: 23g, 1 hộp 10 cái, hiệu PRETTYSKIN",7.591,Prettyskin mặt nạ ngọc trai 23g,81
Mặt nạ dừa collagen 4m,60,"Mặt nạ MEDB 1 day COLLAGEN MASK PACK ,",81
Mứt gừng truyền thống 100g,27,Mứt gừng O Mộc 100g,81
Nước Khoáng LA VIE - 1.5L,"75.925,68",Nước Khoáng Kiềm Thiên Nhiên Vikoda 1.5l,81
Nước Khoáng LA VIE - 1.5L,"75.925,48",Nước Khoáng Kiềm Thiên Nhiên Vikoda 1.5l,81
Nước Khoáng LA VIE - 1.5L,"78.703,28",Nước Khoáng Kiềm Thiên Nhiên Vikoda 1.5l,81
Nước Khoáng LA VIE - 1.5L,"75.925,45",Nước Khoáng Kiềm Thiên Nhiên Vikoda 1.5l,81
Nước Khoáng LA VIE - 1.5L,"75.925,78",Nước Khoáng Kiềm Thiên Nhiên Vikoda 1.5l,81
Nước Khoáng LA VIE - 1.5L,78.704,Nước Khoáng Kiềm Thiên Nhiên Vikoda 1.5l,81
Nước Khoáng LA VIE - 1.5L,75.926,Nước Khoáng Kiềm Thiên Nhiên Vikoda 1.5l,81
Nước Khoáng LA VIE - 1.5L,"75.926,08",Nước Khoáng Kiềm Thiên Nhiên Vikoda 1.5l,81
Nước Khoáng LA VIE - 1.5L,"75.925,36",Nước Khoáng Kiềm Thiên Nhiên Vikoda 1.5l,81
Nước Khoáng LA VIE - 1.5L,77.778,Nước Khoáng Kiềm Thiên Nhiên Vikoda 1.5l,81
Nước mắm Phan Thiết Thái Long Hảo Hạng nhãn đỏ 20N - 500ml (PET),27.778,Nhàu Nước 500ml Vân Long,81
Nước mắm Phan Thiết Thái Long Hảo Hạng nhãn đỏ 20N - 500ml (PET),"27.777,95",Nhàu Nước 500ml Vân Long,81
Nước rửa móng cao cấp 40ml,12.216,Nước rửa móng tay 40ml Quyên Có Hương,81
Nước rửa móng cao cấp 40ml,6.741,Nước rửa móng tay 40ml Quyên Có Hương,81
OMEGA 3.6.9 CARE,60.185,T omega 3.6.9 Q10 Plus,81
Phô mai Camembert PB 125g (PB CAMEMBERT CHEESE 125G),82.7,Phô mai Camembert Paysan Breton 125g,81
Rutin - C Extra (Hộp 3 vỉ x 10 viên),50.926,T.rutin c extra gmp,81
Rượu Soju Chum Churum Hương Táo Xanh 360ml/20 chai /thùng,"43.181,82",Rượu chum churum Soju truyền thống 360ml,81
Rượu Soju Chum Churum Hương Việt Quất 360ml/20 chai /thùng,"43.181,82",Rượu chum churum Soju truyền thống 360ml,81
Rượu Soju Chum Churum Hương Đào 360ml/20 chai /thùng,"43.181,82",Rượu chum churum Soju truyền thống 360ml,81
"SÁP THƠM  DẠNG TREO, HÌNH THOI, HƯƠNG HOA TRÀ TRẮNG","18.333,3",Sáp thơm treo Gumi Hương Bạch Trà,81
"SÁP THƠM  DẠNG TREO, HÌNH THOI, HƯƠNG HOA TRÀ TRẮNG","16.683,35",Sáp thơm treo Gumi Hương Bạch Trà,81
"SÁP THƠM  DẠNG TREO, HÌNH TRÒN RỖNG, HƯƠNG HOA TRÀ TRẮNG","18.333,3",Sáp thơm treo Gumi Hương Bạch Trà,81
"Sáp thơm Pure Air hương hoa oải hương, 180g",39.815,Saps thơm pure air giúp đuỗi muỗi Hương trái cây 180g,81
Sáp thơm hiệu Clean & Fresh hương dưa lưới 180g,"39.814,81",Sáp thơm khử mùi clean & fresh hương cool air 180g,81
Sáp thơm hiệu Clean & Fresh hương sả chanh 180g,"39.814,81",Sáp thơm khử mùi clean & fresh hương cool air 180g,81
Sô Cô La Dịu Ngọt Lotte Ghana - Lotte Ghana Mild Chocolate 70g,"20.020,37",Socola Lotte ghana 70g,81
Sô cô la Sữa Chua phủ Hạnh Nhân - Hạt Điều  - Mắc Ca Không Thêm Đường 75 g hiệu Queenam,"63.111,11","Queenam socola sữa chua phủ hạnh nhân, hạt điều & Macca không đường 75g chocolate",81
Sô cô la Sữa Chua phủ Hạnh Nhân - Hạt Điều  - Mắc Ca Không Thêm Đường 75 g hiệu Queenam,"60.890,74","Queenam socola sữa chua phủ hạnh nhân, hạt điều & Macca không đường 75g chocolate",81
Sô cô la Sữa Chua phủ Hạnh Nhân - Hạt Điều  - Mắc Ca Không Thêm Đường 75 g hiệu Queenam,"63.111,1","Queenam socola sữa chua phủ hạnh nhân, hạt điều & Macca không đường 75g chocolate",81
Sô cô la Sữa Chua phủ Hạnh Nhân - Hạt Điều  - Mắc Ca Không Thêm Đường 75 g hiệu Queenam,"60.857,4","Queenam socola sữa chua phủ hạnh nhân, hạt điều & Macca không đường 75g chocolate",81
Sô cô la đen bọc macca Xocoday - Hủ 160g,"111.111,12",socola đen bọc macca hũ 160g,81
TRÀ OOLONG SEN (200G),38,Trà olong trắng 200g,81
"Tai nghe Stepad Type-C(Tai nghe có dây, không có khung chụp qua đầu Type-C  ( C1) (6972496110232))",74.545,Tai nghe bass C1,81
Thuốc lá điếu Marlboro Slim Touch,"14.909,08",Thuốc lá Marlboro Demi Touch Vàng Gói lẻ,81
Thuốc lá điếu Marlboro Slim Touch,"12.181,82",Thuốc lá Marlboro Demi Touch Vàng Gói lẻ,81
Thuốc lá điếu Marlboro Slim Touch,"14.909,09",Thuốc lá Marlboro Demi Touch Vàng Gói lẻ,81
Thuốc lá điếu Marlboro Slim Touch,"14.909,07",Thuốc lá Marlboro Demi Touch Vàng Gói lẻ,81
Thực phẩm bảo vệ sức khoẻ Bổ Phổi TTD,32,Thực phẩm bảo vệ sức khoẻ Omega 3 Fish Oil 1100mg 100 viên,81
Thực phẩm bảo vệ sức khỏe OMEGA 3.6.9 (Hộp 60 viên),"72.222,22",Thực Phẩm Bảo Vệ Sức Khoẻ Ginkgo Omega,81
Thực phẩm bảo vệ sức khỏe OMEGA 369 DẦU GẤC Q10,49,Thực Phẩm Bảo Vệ Sức Khoẻ Ginkgo Omega,81
Trà Atiso túi lọc 50g,"29.629,63",TRÀ ĐEN CEYLON DILMAH 25 TÚI LỌC 50G ENGLISH BREAKFAST,81
Túi cà phê rang xay R1,77,Cà Phê Rang Xay Insun Coffee Gold,81
V - Max 30 viên/lọ/hộp,127.778,Thực Phẩm Bảo Vệ Sức Khoẻ Viên Slim Korepluss ( Hộp/ lọ 30 Viên),81
Vitamin A-D Gold,"34.212,5",Viên uống Vitamin A - D,81
Vitamin A-D Gold,29.75,Viên uống Vitamin A - D,81
Xúc xích heo muối Salchichon Iberico Zaino 100gr,95,Salami xúc xích khô salchichon iberico cebo 100g,81
Xúc xích heo muối Salchichon Iberico Zaino 100gr,100,Salami xúc xích khô salchichon iberico cebo 100g,81
Điều không lụa TUẤN MINH (Bịch 250gr),74,Hạt điều hủ bóc vỏ tuấn minh 250gr,81
Điều không lụa TUẤN MINH (Bịch 250gr),69,Hạt điều hủ bóc vỏ tuấn minh 250gr,81
7up chai nhựa 1500 - 6 chai,"159.090,91",Tô nhựa,80
80027 XNM NIVEA MEN DEEP 150ML,103.925,Xịt khử mùi Nivea Men deep dry & clean feel 150ml,80
Actiso TW5 TN ( Hộp 10 ống),"44.444,44",Rùa hộp tn,80
Bao cao su KIIN Delay hộp 10 cái,63.524,Túi Cói Hộp,80
Bao cao su KIIN Max Invisible hộp 3 cái,18.476,Túi Cói Hộp,80
Bao cao su KIIN Max Invisible hộp 3 cái,"18.476,25",Túi Cói Hộp,80
Bao cao su KIIN Max Invisible hộp 3 cái,"18.476,17",Túi Cói Hộp,80
Bao cao su KIIN Strong hộp 10 cái,63.524,Túi Cói Hộp,80
Bao cao su KIIN Strong hộp 10 cái,"63.523,75",Túi Cói Hộp,80
Bánh Chocopie 12P Mix-2vị-7Y25,"45.531,481481",Bánh Chocopie vị cola 12P,80
Bánh Chocopie 12P Mix-2vị-7Y25,"45.531,48",Bánh Chocopie vị cola 12P,80
Bánh Chocopie 12P_Dưa Hấu_5Y22,"45.531,48",Bánh Chocopie vị cola 12P,80
Bánh Chocopie 12P_Dưa Hấu_5Y22,"45.531,481481",Bánh Chocopie vị cola 12P,80
Bánh Chocopie ĐẬM 12P(9.2022),"45.531,48",Bánh Chocopie vị cola 12P,80
Bánh Chocopie ĐẬM 12P(9.2022),"45.531,481481",Bánh Chocopie vị cola 12P,80
Bánh Dừa Nướng 180G,32.5,Bánh quy dừa Coconut tròn 180g,80
Bánh Gạo An-Chà Bông14P_04Y23,"24.545,37",BÁNH GẠO AN VỪNG,80
Bánh Gạo An-Chà Bông14P_04Y23,"24.545,37037",BÁNH GẠO AN VỪNG,80
Bánh Gạo An-Tảo 22P_11Y19,0,BÁNH GẠO AN VỪNG,80
Bánh Gạo An-Tự Nhiên21P_11Y19,0,BÁNH GẠO AN VỪNG,80
Bánh Sandwich,"13.888,8",Phomai lát chế biến Lactima Sandwich,80
Bánh Sandwich,"13.888,73",Phomai lát chế biến Lactima Sandwich,80
Bánh Sandwich,13.889,Phomai lát chế biến Lactima Sandwich,80
Bánh Sandwich,"13.888,81",Phomai lát chế biến Lactima Sandwich,80
Bánh Sandwich,"13.888,93",Phomai lát chế biến Lactima Sandwich,80
Bánh Xoài Cuộn,65,Bánh quế cuộn don an dạng hộp,80
"Bánh bông lan thủ công nguyên vị nhãn hiệu WEISIEL (4 kg/thùng), hàng mới 100%","332.407,4",Bánh bông lan Royal Xuedian vị dâu tây nhãn hiệu Weisiel (4 kg/thùng),80
Bánh gạo An-Ngô 16P_01Y25,0,BÁNH GẠO AN VỪNG,80
Bánh gạo An-Ngô 16P_01Y25,"19.639,814815",BÁNH GẠO AN VỪNG,80
Bánh gạo An-Ngô 16P_01Y25,"19.639,81",BÁNH GẠO AN VỪNG,80
Bánh gạo An-Ngô 16P_01Y25,"20.454,62963",BÁNH GẠO AN VỪNG,80
"Bút chì 2B thân lục giác (12c/Hộp,144c/Lố) EC037-2B DELI",0,Hộp Chè 13,80
Bọt rửa mặt Collagen rau má Ishe,0,Collagen rox,80
Bọt rửa mặt Collagen rau má Ishe,"87.962,96",Collagen rox,80
"Bọt rửa mặt Collagen sáng hồng da (LSX 080525, HSD 080528)","101.851,85",Collagen rox,80
Bột cacao hòa tan 250g,47,CACAO MI bột cacao sữa 250g milk cocoa Powder,80
CUNG ĐÌNH KOOL BBQ HƯƠNG VỊ SƯỜN NƯỚNG KIỂU HÀN QUỐC 12 THỐ TRÒN VIỆT NAM,"12.422,84",Gương Tròn Việt Nam,80
CUNG ĐÌNH KOOL BBQ HƯƠNG VỊ SƯỜN NƯỚNG KIỂU HÀN QUỐC 12 THỐ TRÒN VIỆT NAM,"12.422,83",Gương Tròn Việt Nam,80
CUNG ĐÌNH KOOL BBQ HƯƠNG VỊ SƯỜN NƯỚNG KIỂU HÀN QUỐC 12 THỐ TRÒN VIỆT NAM,"11.959,88",Gương Tròn Việt Nam,80
CUNG ĐÌNH KOOL BBQ HƯƠNG VỊ SƯỜN NƯỚNG KIỂU HÀN QUỐC 12 THỐ TRÒN VIỆT NAM,"11.959,83",Gương Tròn Việt Nam,80
CUNG ĐÌNH KOOL SPAGHETTI 12 THỐ TRÒN VIỆT NAM,"12.422,84",Gương Tròn Việt Nam,80
CUNG ĐÌNH KOOL SPAGHETTI 12 THỐ TRÒN VIỆT NAM,"11.959,83",Gương Tròn Việt Nam,80
CUNG ĐÌNH KOOL SPAGHETTI 12 THỐ TRÒN VIỆT NAM,"11.959,92",Gương Tròn Việt Nam,80
CUNG ĐÌNH KOOL SPAGHETTI 12 THỐ TRÒN VIỆT NAM,"11.959,88",Gương Tròn Việt Nam,80
CUNG ĐÌNH PHỞ BÒ HÀ NỘI 12 THỐ TRÒN VIỆT NAM,"11.959,83",Gương Tròn Việt Nam,80
CUNG ĐÌNH PHỞ BÒ HÀ NỘI 12 THỐ TRÒN VIỆT NAM,"12.422,83",Gương Tròn Việt Nam,80
CUNG ĐÌNH PHỞ BÒ HÀ NỘI 12 THỐ TRÒN VIỆT NAM,"11.959,88",Gương Tròn Việt Nam,80
CUNG ĐÌNH PHỞ BÒ HÀ NỘI 12 THỐ TRÒN VIỆT NAM,"12.422,84",Gương Tròn Việt Nam,80
CUNG ĐÌNH PHỞ GÀ HÀ NỘI 12 THỐ TRÒN VIỆT NAM,"11.959,88",Gương Tròn Việt Nam,80
CUNG ĐÌNH PHỞ GÀ HÀ NỘI 12 THỐ TRÒN VIỆT NAM,"11.959,83",Gương Tròn Việt Nam,80
CUNG ĐÌNH PHỞ GÀ HÀ NỘI 12 THỐ TRÒN VIỆT NAM,"12.422,83",Gương Tròn Việt Nam,80
CUNG ĐÌNH PHỞ GÀ HÀ NỘI 12 THỐ TRÒN VIỆT NAM,"12.422,84",Gương Tròn Việt Nam,80
CUNG ĐÌNH PHỞ GÀ HÀ NỘI 12 THỐ TRÒN VIỆT NAM,"11.959,92",Gương Tròn Việt Nam,80
Chì màu nhựa 18 màu EC113-18 DELI,25,Tô nhựa,80
Creamer đặc Ông Thọ vị dâu tuýp 165g,17,Sữa đặc Ông Thọ vị Matcha tuýp 165g,80
Cung Đình Kool Spaghetti 12 thố tròn Việt Nam,0,Gương Tròn Việt Nam,80
Cung Đình Kool Spaghetti 12 thố tròn Việt Nam,"140.185,19",Gương Tròn Việt Nam,80
Cung Đình Kool Spaghetti 12 thố tròn Việt Nam,"140.046,3",Gương Tròn Việt Nam,80
Cung Đình phở gà Hà Nội 12 thố tròn Việt Nam,"140.185,19",Gương Tròn Việt Nam,80
CÀ PHÊ SỮA ĐÁ 240ML CIVN,277.128,Cà Phê Sữa Dừa Vietcoco Lon 240ML,80
Cà Phê Anvan Robusta hạt 200g,57.72,Cafe Robusta bột Anvan 200g,80
Cà Phê Anvan Robusta hạt 200g,59.2,Cafe Robusta bột Anvan 200g,80
Cà phê Chồn hạt - túi 500g,"203.518,52",Cà Phê Chồn Bột Thiên Phát Gói 500g,80
Cà phê Chồn hạt - túi 500g,"203.518,5",Cà Phê Chồn Bột Thiên Phát Gói 500g,80
Cà phê Chồn hạt - túi 500g,"203.518,53",Cà Phê Chồn Bột Thiên Phát Gói 500g,80
Cần tây Vân Long 100gam,55,Bông Atiso Vân Long 100Gam,80
Cạo lưỡi trẻ em Dr.Obok+,15.463,Nạo lưỡi dr.bok trẻ em,80
Cạo lưỡi trẻ em Dr.Obok+,"15.432,5",Nạo lưỡi dr.bok trẻ em,80
Dầu gấc PV Gold,43.86,Thuốc Dầu Gấc PV,80
Dầu gấc PV Gold,47.685,Thuốc Dầu Gấc PV,80
Dầu gấc PV Gold,43.35,Thuốc Dầu Gấc PV,80
Dầu gấc PV Gold,"40.740,74",Thuốc Dầu Gấc PV,80
Dầu gội Cao bồ kết 250ml,30,"Milaganics gleditsia shampoo serum 250ml, serum gội bồ kết Milaganics 250ml",80
Green Bird Babi vani 72g - Lốc 4,"116.666,67",BABI YẾN TRẺ EM VỊ VANI BABI CHILDREN'S BIRD'S NEST DRINK VANILLA FLAVOR 4*72G,80
Hạt hạnh nhân rang - hộp 450g,"123.148,15",Hạt hạnh nhân Macqueen hũ 450g,80
Hộp Cà phê Chồn rang xay 200g,237,Cà phê rang xay Highlands Coffee Culi 200g,80
Hộp Cà phê Chồn rang xay 200g,204,Cà phê rang xay Highlands Coffee Culi 200g,80
Hộp cà phê vị kem trứng Nonla 1 viên,"14.814,82",hộp cà phê vị sầu riêng Nonla 8 viên,80
KU Fressi Baby care KH nắp nhựa 80-2501,0,Tô nhựa,80
KU Fressi Baby care KH nắp nhựa 80-2501,"16.370,4",Tô nhựa,80
Khăn ướt Yuniku 20 tờ,"5.037,04",Khăn ướt Bello Cool 20 tờ,80
Khăn ướt Yuniku 20 tờ,5.44,Khăn ướt Bello Cool 20 tờ,80
Kẹo C không đường nhãn hiệu XIAOKEAOLA (200g/gói;30 gói/thùng),"29.629,63",Kẹo quế 200g,80
"Kẹo C không đường nhãn hiệu XIAOKEAOLA, (200g/gói;30 gói/thùng)","29.629,63",Kẹo quế 200g,80
Kẹo C&H 200g All Fruit,"56.481,48",Kẹo quế 200g,80
Kẹo C&H 200g All Fruit,56.481,Kẹo quế 200g,80
Kẹo C&H 200g Citrus,56.481,Kẹo quế 200g,80
Kẹo C&H 200g Clear Mint,56.481,Kẹo quế 200g,80
Kẹo C&H 200g Mixed Fruit,56.481,Cavendish & Harvey Mixed Fruit Drops 200g,80
Kẹo C&H 200g Mixed Fruit,"56.481,48",Cavendish & Harvey Mixed Fruit Drops 200g,80
Kẹo C&H 200g Tropical Fruit,56.481,Kẹo quế 200g,80
Kẹo C&H 200g Tropical Fruit,"56.481,48",Kẹo quế 200g,80
Kẹo C&H 200g Tropical Fruit (Xuân),56.481,Kẹo quế 200g,80
Kẹo Gừng Ong Vàng (Hộp 20 túi x 8 viên),185.185,Túi Cói Hộp,80
